question,worker,answer
485,A2V3P1XE33NYC3,1
440,AM2W23THD4CI7,1
427,A1BHMDRWW9ZYSO,0
69,A36JZTUKQVV5S5,0
63,A3E157ZN8XPUKJ,3
281,AD317NO9623GZ,3
94,A3NU1SQPI1NXY4,1
113,A2UFD1I8ZO1V4G,0
454,A1BHMDRWW9ZYSO,0
281,A3NU1SQPI1NXY4,3
281,A1PAR1TMKFPKQE,3
514,A3NU1SQPI1NXY4,0
166,AD317NO9623GZ,1
111,A2H321P1NSEW35,0
302,AKBP92VUQ7G3,0
487,A2V3P1XE33NYC3,1
393,A3E157ZN8XPUKJ,1
265,AD317NO9623GZ,1
430,A3E157ZN8XPUKJ,1
502,A1VW9W0DWXCPYE,1
584,A2UFD1I8ZO1V4G,1
152,A2V3P1XE33NYC3,3
232,ATQWZNGQCN1RA,1
323,A1BHMDRWW9ZYSO,0
399,A3E157ZN8XPUKJ,0
542,A3E157ZN8XPUKJ,1
75,AKBP92VUQ7G3,2
6,AD317NO9623GZ,0
413,A1PAR1TMKFPKQE,2
65,A1BHMDRWW9ZYSO,2
120,A2H321P1NSEW35,0
21,A2UFD1I8ZO1V4G,3
206,A2V3P1XE33NYC3,1
105,AD317NO9623GZ,3
68,AD317NO9623GZ,0
417,A1PAR1TMKFPKQE,3
16,ATQWZNGQCN1RA,0
352,A3E157ZN8XPUKJ,0
421,A1VW9W0DWXCPYE,0
434,AM2W23THD4CI7,0
60,AKBP92VUQ7G3,0
348,A2V3P1XE33NYC3,1
313,AKBP92VUQ7G3,1
101,A2H321P1NSEW35,0
165,A3NU1SQPI1NXY4,0
459,A1PAR1TMKFPKQE,2
486,AKBP92VUQ7G3,0
257,AD317NO9623GZ,1
457,A1VW9W0DWXCPYE,1
86,ATQWZNGQCN1RA,0
132,A2V3P1XE33NYC3,1
493,A53VNQRRFQ785,0
19,A1PAR1TMKFPKQE,2
555,A3NU1SQPI1NXY4,3
37,A2AM6H3R1LSM9S,0
53,AKBP92VUQ7G3,0
570,AD317NO9623GZ,1
276,A2UFD1I8ZO1V4G,1
562,A3NU1SQPI1NXY4,0
53,AD317NO9623GZ,1
429,A2V3P1XE33NYC3,2
486,AORFXVSW8DDHP,1
360,A2UFD1I8ZO1V4G,0
274,A2V3P1XE33NYC3,3
311,A2V3P1XE33NYC3,1
321,ATQWZNGQCN1RA,1
121,A3NU1SQPI1NXY4,0
125,A2UFD1I8ZO1V4G,1
329,A1C0Z73809FFDZ,0
360,AD317NO9623GZ,0
46,AD317NO9623GZ,0
160,A2AM6H3R1LSM9S,3
79,A1BHMDRWW9ZYSO,0
261,AKBP92VUQ7G3,0
549,A2V3P1XE33NYC3,2
261,A3E157ZN8XPUKJ,3
201,AKBP92VUQ7G3,1
538,A2H321P1NSEW35,1
404,A1PAR1TMKFPKQE,0
540,A2UFD1I8ZO1V4G,0
418,A2UFD1I8ZO1V4G,2
290,ATQWZNGQCN1RA,0
77,A3E157ZN8XPUKJ,2
180,A1VW9W0DWXCPYE,0
313,A1KAXCLAH6UVMS,1
192,A53VNQRRFQ785,1
447,A2UFD1I8ZO1V4G,3
73,AD317NO9623GZ,3
526,A3E157ZN8XPUKJ,1
2,A3NU1SQPI1NXY4,2
395,A3NU1SQPI1NXY4,0
33,AM2W23THD4CI7,0
39,AD317NO9623GZ,0
469,A3NU1SQPI1NXY4,1
403,AM2W23THD4CI7,0
328,A3NU1SQPI1NXY4,3
369,A1PAR1TMKFPKQE,0
68,A3NU1SQPI1NXY4,0
479,AM2W23THD4CI7,2
290,AKBP92VUQ7G3,0
259,A53VNQRRFQ785,3
440,A2V3P1XE33NYC3,3
79,A3NU1SQPI1NXY4,1
582,A3NU1SQPI1NXY4,0
374,A1KZOLS51I9SS7,0
343,A2F0X4LN9N4O4C,1
260,AKBP92VUQ7G3,2
540,AKBP92VUQ7G3,0
548,AD317NO9623GZ,0
98,AKBP92VUQ7G3,1
367,A1PAR1TMKFPKQE,0
322,A2H321P1NSEW35,1
57,A3NU1SQPI1NXY4,1
565,A3NU1SQPI1NXY4,0
388,A2V3P1XE33NYC3,1
573,A2UFD1I8ZO1V4G,2
5,A3NU1SQPI1NXY4,1
256,A3E157ZN8XPUKJ,3
171,AKBP92VUQ7G3,0
12,A3NU1SQPI1NXY4,0
198,A3NU1SQPI1NXY4,0
76,A1BHMDRWW9ZYSO,1
505,A3NU1SQPI1NXY4,0
246,A3NU1SQPI1NXY4,2
35,A3E157ZN8XPUKJ,1
491,AKBP92VUQ7G3,0
113,A3NU1SQPI1NXY4,0
386,A2H321P1NSEW35,3
174,AKBP92VUQ7G3,1
436,AKBP92VUQ7G3,0
41,A2UFD1I8ZO1V4G,2
337,A1PAR1TMKFPKQE,1
361,A1KZOLS51I9SS7,2
498,A2UFD1I8ZO1V4G,0
95,AKBP92VUQ7G3,0
157,A1PAR1TMKFPKQE,0
144,A1PAR1TMKFPKQE,1
225,ATQWZNGQCN1RA,3
481,A3GLUDQZGEJL5G,1
104,A3NU1SQPI1NXY4,3
124,A3NU1SQPI1NXY4,3
161,A2H321P1NSEW35,0
402,A1PAR1TMKFPKQE,0
272,A2V3P1XE33NYC3,2
209,A3NU1SQPI1NXY4,0
540,A2F0X4LN9N4O4C,0
133,AKBP92VUQ7G3,0
72,ATQWZNGQCN1RA,0
517,A2UFD1I8ZO1V4G,3
330,A1KZOLS51I9SS7,1
17,A3NU1SQPI1NXY4,2
317,A2H321P1NSEW35,0
361,A2AM6H3R1LSM9S,3
96,AD317NO9623GZ,2
58,A2V3P1XE33NYC3,3
93,A2UFD1I8ZO1V4G,1
270,A2UFD1I8ZO1V4G,2
537,A2H321P1NSEW35,0
257,A2UFD1I8ZO1V4G,1
27,A2UFD1I8ZO1V4G,2
412,AM2W23THD4CI7,3
38,AD317NO9623GZ,1
437,ATQWZNGQCN1RA,0
299,A2AM6H3R1LSM9S,2
54,AKBP92VUQ7G3,0
193,A2UFD1I8ZO1V4G,0
272,A1BHMDRWW9ZYSO,0
48,A2UFD1I8ZO1V4G,2
506,A1BHMDRWW9ZYSO,3
92,A3E157ZN8XPUKJ,1
535,A1PAR1TMKFPKQE,1
334,A2H321P1NSEW35,0
25,A2UFD1I8ZO1V4G,1
187,AKBP92VUQ7G3,0
393,AKBP92VUQ7G3,0
567,AWRAXV1RIYR0M,0
107,A3NU1SQPI1NXY4,1
243,AD317NO9623GZ,0
509,A36JZTUKQVV5S5,1
327,AD317NO9623GZ,2
308,A2V3P1XE33NYC3,3
438,AD317NO9623GZ,0
491,A2V3P1XE33NYC3,3
171,A2V3P1XE33NYC3,0
349,A3E157ZN8XPUKJ,1
105,A2H321P1NSEW35,0
443,A1BHMDRWW9ZYSO,1
525,A3GLUDQZGEJL5G,0
52,A2UFD1I8ZO1V4G,3
110,AD317NO9623GZ,1
581,AKBP92VUQ7G3,2
50,A2UFD1I8ZO1V4G,0
206,A3NU1SQPI1NXY4,1
76,ATQWZNGQCN1RA,1
573,AKBP92VUQ7G3,0
207,ATQWZNGQCN1RA,0
339,A2V3P1XE33NYC3,2
393,ATQWZNGQCN1RA,1
61,AD317NO9623GZ,3
557,A1PAR1TMKFPKQE,0
395,A3E157ZN8XPUKJ,0
359,AKBP92VUQ7G3,1
573,A2V3P1XE33NYC3,0
484,A3GLUDQZGEJL5G,0
574,A2V3P1XE33NYC3,0
94,A2V3P1XE33NYC3,3
537,AWRAXV1RIYR0M,3
210,A1PAR1TMKFPKQE,0
241,AD317NO9623GZ,1
128,AKBP92VUQ7G3,0
62,ATQWZNGQCN1RA,1
546,A3NU1SQPI1NXY4,1
9,A3NU1SQPI1NXY4,1
495,A2V3P1XE33NYC3,1
197,AWRAXV1RIYR0M,3
487,AORFXVSW8DDHP,0
517,A3NU1SQPI1NXY4,2
517,AD317NO9623GZ,3
283,A1PAR1TMKFPKQE,1
207,AKBP92VUQ7G3,0
533,AM2W23THD4CI7,3
56,A2V3P1XE33NYC3,3
502,A2UFD1I8ZO1V4G,1
73,A3NU1SQPI1NXY4,3
76,AKBP92VUQ7G3,1
355,A2UFD1I8ZO1V4G,0
492,A3NU1SQPI1NXY4,1
400,A1PAR1TMKFPKQE,0
312,AKBP92VUQ7G3,0
362,A1KZOLS51I9SS7,1
32,AKBP92VUQ7G3,3
192,AD317NO9623GZ,1
116,AD317NO9623GZ,2
416,AKBP92VUQ7G3,0
85,A3NU1SQPI1NXY4,1
64,ATQWZNGQCN1RA,0
247,AD317NO9623GZ,2
439,A3NU1SQPI1NXY4,0
434,A2H321P1NSEW35,0
66,A3NU1SQPI1NXY4,1
81,A2V3P1XE33NYC3,1
128,A2H321P1NSEW35,0
456,A2V3P1XE33NYC3,0
534,A2V3P1XE33NYC3,3
117,A2H321P1NSEW35,0
379,A3E157ZN8XPUKJ,1
565,A1PAR1TMKFPKQE,0
106,A2H321P1NSEW35,1
416,A3NU1SQPI1NXY4,0
325,A1C0Z73809FFDZ,0
215,A1VW9W0DWXCPYE,0
169,A1C0Z73809FFDZ,1
529,A2UFD1I8ZO1V4G,1
582,ATQWZNGQCN1RA,0
417,AKBP92VUQ7G3,0
352,A3NU1SQPI1NXY4,1
136,AWRAXV1RIYR0M,1
249,AKBP92VUQ7G3,0
512,A2V3P1XE33NYC3,2
553,AD317NO9623GZ,0
330,AD317NO9623GZ,1
169,A2UFD1I8ZO1V4G,1
44,A2V3P1XE33NYC3,3
109,A2H321P1NSEW35,2
505,A1PAR1TMKFPKQE,0
148,A2H321P1NSEW35,0
26,A2V3P1XE33NYC3,3
301,AKBP92VUQ7G3,1
560,A3E157ZN8XPUKJ,1
46,A3NU1SQPI1NXY4,0
34,ATQWZNGQCN1RA,0
303,A3E157ZN8XPUKJ,0
122,A2V3P1XE33NYC3,1
568,A2UFD1I8ZO1V4G,0
83,A2BERTY629PZDT,2
281,A2UFD1I8ZO1V4G,0
334,ATQWZNGQCN1RA,0
233,A2H321P1NSEW35,0
285,A2AM6H3R1LSM9S,2
262,A2H321P1NSEW35,0
127,A3NU1SQPI1NXY4,2
284,A2V3P1XE33NYC3,3
369,AD317NO9623GZ,2
583,A3NU1SQPI1NXY4,2
476,A1C0Z73809FFDZ,1
336,A3NU1SQPI1NXY4,2
13,A3NU1SQPI1NXY4,0
502,AD317NO9623GZ,1
369,ATQWZNGQCN1RA,0
296,AD317NO9623GZ,0
203,A2V3P1XE33NYC3,2
547,A2UFD1I8ZO1V4G,0
325,A2UFD1I8ZO1V4G,3
489,A3E157ZN8XPUKJ,0
28,AD317NO9623GZ,3
202,A3E157ZN8XPUKJ,2
445,A2UFD1I8ZO1V4G,3
372,AD317NO9623GZ,0
238,A1PAR1TMKFPKQE,3
558,AD317NO9623GZ,1
431,A2V3P1XE33NYC3,0
390,A2UFD1I8ZO1V4G,3
274,ATQWZNGQCN1RA,3
117,A3NU1SQPI1NXY4,2
410,A3NU1SQPI1NXY4,1
260,A3NU1SQPI1NXY4,2
521,A2V3P1XE33NYC3,0
177,ATQWZNGQCN1RA,1
390,A2V3P1XE33NYC3,0
359,AD317NO9623GZ,2
201,A1KZOLS51I9SS7,1
4,AWRAXV1RIYR0M,0
327,A2UFD1I8ZO1V4G,2
509,A1PAR1TMKFPKQE,1
118,AD317NO9623GZ,3
369,A2V3P1XE33NYC3,0
328,AD317NO9623GZ,2
202,A2V3P1XE33NYC3,0
406,A3NU1SQPI1NXY4,3
120,A2UFD1I8ZO1V4G,0
15,A2H321P1NSEW35,0
569,AM2W23THD4CI7,3
228,AD317NO9623GZ,0
353,AKBP92VUQ7G3,1
481,ATQWZNGQCN1RA,1
520,AKBP92VUQ7G3,2
225,A2UFD1I8ZO1V4G,2
418,A2H321P1NSEW35,0
80,A3NU1SQPI1NXY4,1
381,A3NU1SQPI1NXY4,2
103,A2V3P1XE33NYC3,0
521,A2UFD1I8ZO1V4G,2
129,ATQWZNGQCN1RA,1
102,ATQWZNGQCN1RA,0
147,A2H321P1NSEW35,0
187,A3NU1SQPI1NXY4,2
250,A2BERTY629PZDT,3
337,A1C0Z73809FFDZ,1
208,A1BHMDRWW9ZYSO,0
329,A2V3P1XE33NYC3,3
370,A1PAR1TMKFPKQE,0
363,A2AM6H3R1LSM9S,0
407,AD317NO9623GZ,2
52,AKBP92VUQ7G3,2
22,A3NU1SQPI1NXY4,0
578,A2V3P1XE33NYC3,1
522,A2H321P1NSEW35,0
440,A2AM6H3R1LSM9S,3
420,A3NU1SQPI1NXY4,0
514,A1BHMDRWW9ZYSO,0
252,A2V3P1XE33NYC3,1
122,A3NU1SQPI1NXY4,1
63,A3NU1SQPI1NXY4,0
150,AKBP92VUQ7G3,1
202,AD317NO9623GZ,0
385,A2UFD1I8ZO1V4G,1
532,AD317NO9623GZ,0
362,A2V3P1XE33NYC3,1
381,A1PAR1TMKFPKQE,3
279,ATQWZNGQCN1RA,2
449,A2UFD1I8ZO1V4G,2
447,AKBP92VUQ7G3,0
354,A1BHMDRWW9ZYSO,0
302,A2UFD1I8ZO1V4G,2
534,A2UFD1I8ZO1V4G,3
280,ATQWZNGQCN1RA,1
127,A2H321P1NSEW35,0
372,AKBP92VUQ7G3,1
298,A2UFD1I8ZO1V4G,1
229,A3E157ZN8XPUKJ,3
19,ATQWZNGQCN1RA,0
407,A2UFD1I8ZO1V4G,2
28,A3E157ZN8XPUKJ,3
473,A3E157ZN8XPUKJ,3
298,A2AM6H3R1LSM9S,1
222,A3NU1SQPI1NXY4,1
499,AKBP92VUQ7G3,0
569,A2V3P1XE33NYC3,3
373,ATQWZNGQCN1RA,1
152,AKBP92VUQ7G3,0
356,A3NU1SQPI1NXY4,2
480,A3NU1SQPI1NXY4,1
190,AD317NO9623GZ,1
205,AD317NO9623GZ,0
441,A1VW9W0DWXCPYE,1
153,A2H321P1NSEW35,3
353,AD317NO9623GZ,1
159,A3E157ZN8XPUKJ,0
521,A1C0Z73809FFDZ,0
542,AD317NO9623GZ,1
350,ATQWZNGQCN1RA,0
559,A3NU1SQPI1NXY4,1
484,A2UFD1I8ZO1V4G,0
407,A3NU1SQPI1NXY4,2
425,ATQWZNGQCN1RA,0
25,AKBP92VUQ7G3,1
511,AWRAXV1RIYR0M,0
294,A3NU1SQPI1NXY4,1
505,A1VW9W0DWXCPYE,0
355,A1BHMDRWW9ZYSO,0
10,A3NU1SQPI1NXY4,0
189,ATQWZNGQCN1RA,1
485,AKBP92VUQ7G3,1
12,A2UFD1I8ZO1V4G,0
104,ATQWZNGQCN1RA,1
181,AM2W23THD4CI7,0
59,A1PAR1TMKFPKQE,3
124,A2AM6H3R1LSM9S,3
1,ATQWZNGQCN1RA,0
418,AKBP92VUQ7G3,0
143,AKBP92VUQ7G3,0
234,A2V3P1XE33NYC3,2
330,A3E157ZN8XPUKJ,1
577,AD317NO9623GZ,0
478,AKBP92VUQ7G3,0
366,AKBP92VUQ7G3,3
408,A3NU1SQPI1NXY4,1
125,ATQWZNGQCN1RA,1
468,AM2W23THD4CI7,2
109,A1KZOLS51I9SS7,2
413,A3UX2FXA3NMJCS,0
58,ATQWZNGQCN1RA,2
79,A3E157ZN8XPUKJ,0
204,AKBP92VUQ7G3,0
573,ATQWZNGQCN1RA,0
281,ATQWZNGQCN1RA,0
404,AKBP92VUQ7G3,0
192,A3NU1SQPI1NXY4,1
217,ATQWZNGQCN1RA,0
567,A1BHMDRWW9ZYSO,0
327,A1C0Z73809FFDZ,3
547,A2H321P1NSEW35,0
545,AD317NO9623GZ,0
166,A2AM6H3R1LSM9S,1
570,A2V3P1XE33NYC3,1
442,A2V3P1XE33NYC3,2
458,A3E157ZN8XPUKJ,3
462,AKBP92VUQ7G3,0
27,A2H321P1NSEW35,2
79,AD317NO9623GZ,0
136,AKBP92VUQ7G3,1
272,AD317NO9623GZ,0
291,A2UFD1I8ZO1V4G,2
553,A2AM6H3R1LSM9S,0
230,A2V3P1XE33NYC3,0
551,ATQWZNGQCN1RA,0
237,AKBP92VUQ7G3,0
97,A2V3P1XE33NYC3,1
101,A1PAR1TMKFPKQE,3
494,A2V3P1XE33NYC3,1
165,AKBP92VUQ7G3,0
523,ATQWZNGQCN1RA,0
103,A1PAR1TMKFPKQE,3
48,A1PAR1TMKFPKQE,2
436,ATQWZNGQCN1RA,0
178,ATQWZNGQCN1RA,0
322,A2UFD1I8ZO1V4G,1
311,A1KZOLS51I9SS7,1
405,A2UFD1I8ZO1V4G,0
144,A2H321P1NSEW35,0
343,A2V3P1XE33NYC3,3
22,AKBP92VUQ7G3,0
212,AD317NO9623GZ,1
274,A3E157ZN8XPUKJ,3
539,A3NU1SQPI1NXY4,2
243,A3E157ZN8XPUKJ,3
146,A1BHMDRWW9ZYSO,1
371,A2UFD1I8ZO1V4G,3
99,AD317NO9623GZ,2
134,AKBP92VUQ7G3,0
285,A2UFD1I8ZO1V4G,2
110,A1KZOLS51I9SS7,1
114,A3NU1SQPI1NXY4,3
494,A3NU1SQPI1NXY4,1
293,A3E157ZN8XPUKJ,0
410,AKBP92VUQ7G3,1
416,A3UX2FXA3NMJCS,0
299,AKBP92VUQ7G3,2
197,A3NU1SQPI1NXY4,3
