question,worker,answer
36960,1760,0
36952,1733,0
11577,1738,0
36691,1734,0
36932,1757,0
36636,1733,0
11577,1741,0
11618,1722,0
11583,1759,1
36657,896,1
36656,1758,0
36620,1722,1
12382,1005,1
11578,39,1
36952,1742,0
36693,1740,0
36942,1740,0
14988,1761,0
36931,1757,0
11618,1756,0
36632,1760,0
36624,1725,1
36943,1757,0
36674,1759,0
36691,1727,0
36643,1761,1
11585,39,1
14988,1758,0
36678,1742,0
11574,1756,1
36683,1757,0
11672,1723,1
36618,1724,0
36680,1758,0
11656,1733,1
11577,885,0
36940,1757,0
36656,1730,0
11673,1750,1
36678,885,1
11644,866,1
36693,1725,0
36683,1765,0
11615,866,0
36665,1741,0
36949,175,1
11602,1756,0
36623,1742,0
11673,1756,1
36697,1721,1
36948,1761,1
11628,1725,1
36645,1766,0
11692,885,1
36701,1737,1
36620,1733,0
36666,1743,1
11602,1731,0
36936,1738,0
11619,39,1
36679,896,1
36675,1741,0
11588,1742,1
11630,885,1
11618,1724,0
11626,97,0
11694,1740,0
36696,1737,0
36961,1743,0
11644,1756,1
36960,1726,0
36693,896,0
11583,896,0
11705,1740,0
11685,1726,1
36959,1737,1
11657,1023,0
36697,1742,0
11604,1738,1
12382,1737,0
11575,1723,1
36963,1726,0
14988,335,1
36960,1765,0
36679,1763,0
11694,866,1
36940,1731,0
36645,1726,0
36949,1766,0
11578,1023,0
36962,1723,0
36624,1724,0
36933,1730,0
36932,1761,0
11602,1741,1
11673,1760,0
36939,896,1
11672,1756,0
11644,1727,0
11693,1725,1
36932,1722,1
36931,39,0
11573,1763,1
36943,97,0
11596,1725,1
11672,1741,0
36656,1764,0
11644,1760,0
36674,1723,1
11602,1730,0
11585,1737,0
36623,1758,0
11653,1766,0
11615,1722,0
11642,1766,0
11615,1763,0
11705,1742,1
11658,1740,0
11583,1723,1
11583,1730,1
36964,1738,0
11612,1733,0
36624,1764,0
11694,1734,1
36674,1733,0
11583,1766,1
36935,1758,0
36638,1733,0
11573,97,0
11644,1741,0
36934,1740,0
36701,1758,0
36961,1731,0
11646,1765,1
36959,1761,1
12382,335,1
11692,1005,0
36644,335,1
11601,39,0
36644,1755,0
11630,896,1
11653,1726,1
36947,1023,0
11696,1762,0
36691,866,1
36964,1762,0
36623,1760,0
11628,1742,1
11628,1762,1
11579,1740,0
11653,1761,1
36701,885,1
36652,885,0
36933,1756,0
14988,1730,0
11694,1721,1
36940,1758,1
11673,1758,0
36940,1738,0
11644,1721,0
11594,1757,1
11600,1756,1
36632,39,0
11615,1731,0
14988,1759,0
11657,1766,0
11697,1756,1
36964,1743,0
36632,1730,0
36633,1733,1
36942,1721,1
11596,1737,1
11642,1757,0
36618,1741,0
36701,1756,0
11629,1756,0
36942,896,1
11588,1764,0
36691,1761,0
11594,39,1
36664,1760,0
36622,1723,1
36949,1763,0
11692,1761,0
36621,1760,0
36932,1763,0
36643,335,1
11644,175,1
36621,1734,0
36664,1730,0
36664,1743,0
36618,1723,0
11696,1757,0
36678,1733,0
36701,1741,0
36947,1725,1
36665,1023,0
11604,1725,1
36618,1755,1
11575,1758,1
36953,1722,0
36960,1724,0
11656,1723,1
11661,1005,1
11697,1758,0
36932,1727,0
11575,1750,1
36622,1743,1
36933,1764,0
36638,1750,0
36696,1731,1
36679,1725,1
11602,1005,1
11583,1761,1
11697,1763,0
36641,1722,0
36641,1759,0
36678,1757,0
36665,1733,0
11629,1742,1
36943,1738,0
11596,885,1
11705,1723,1
36931,1733,0
36641,1734,0
36652,1750,0
11577,1762,0
36939,1761,1
36961,1721,0
36936,1740,0
11641,1733,1
12382,1727,1
11585,1763,1
11577,1724,1
36936,1762,0
11579,866,1
36943,1726,0
11697,1764,0
11693,1760,0
36652,1759,0
36948,1722,1
11596,1762,1
12382,1731,0
11673,1722,0
11672,1763,1
36652,1723,1
36935,1755,0
36941,1738,0
36618,39,0
36931,175,0
36657,1757,1
11573,1756,1
11697,1023,0
36937,1760,0
11672,866,0
36676,1762,0
36632,1762,0
11629,1764,1
36673,1721,0
36963,1724,0
36683,1727,0
11575,1721,0
11585,1765,1
11577,1755,0
36931,1758,0
36665,175,1
11663,1743,0
11577,1759,0
36623,1005,0
36675,39,0
36935,1762,0
11696,1725,0
36680,1734,0
36656,1762,0
11588,1737,1
11619,1743,1
36933,1763,0
36701,1721,1
36673,1733,0
11602,1727,0
36678,1750,1
11604,1724,1
11694,175,1
36620,1731,0
36948,1756,0
36701,175,1
36657,1764,1
36943,1722,0
36933,39,0
36683,1763,0
36697,335,1
11657,1764,1
11626,1731,0
36963,1741,0
11693,1734,1
11630,39,1
11619,1724,0
36673,1757,0
36636,1740,0
11694,1763,0
36691,97,0
11577,1726,0
11578,1738,0
36940,1726,0
36964,896,1
36633,1764,1
36691,1764,1
11663,1759,0
36960,97,0
36633,1023,1
11612,1721,0
36643,1759,0
36632,1756,0
36962,1742,0
11672,1766,0
11604,1731,1
36949,1023,0
36624,1023,0
36673,1764,0
11577,1742,1
36657,1762,1
36640,1741,0
11577,175,1
36940,896,1
36964,1005,0
36939,1762,0
14988,896,1
36680,1733,0
36939,1737,1
11573,1721,0
11594,1741,1
14988,866,1
36624,1766,0
36632,1738,0
36935,1750,0
36676,1724,1
11655,1734,0
11618,1731,0
11705,1763,0
11575,1759,1
36666,1731,0
36643,866,0
36636,175,1
11596,896,1
36937,866,1
36935,1721,0
36953,1726,0
12382,1750,0
11658,1743,0
36657,1737,1
11673,1730,1
36640,1721,1
36633,896,1
11574,1722,0
11612,1750,1
11588,1765,0
11646,1721,0
11637,1765,0
11619,1763,0
11630,1741,1
36620,1756,0
36942,1741,0
36701,1763,0
11645,1750,1
11629,1750,1
11594,1743,0
11619,1722,0
11637,866,1
11697,1726,1
36636,1766,0
36675,1722,1
36936,1726,0
11663,1734,0
11626,1765,1
11617,335,1
36675,1723,0
36674,1738,0
36936,1730,0
36643,1743,0
36618,175,1
36638,866,0
36952,1730,0
36674,866,0
36934,885,1
11705,1750,1
11630,1726,0
11578,1721,0
11685,1023,0
36676,1721,1
11655,1756,0
36934,1756,0
12382,175,1
11693,1733,1
11637,1740,0
36701,1723,0
11693,1757,1
11661,1761,0
36952,1763,0
11596,1758,1
36640,1757,0
36674,97,1
36952,1757,0
11661,1741,0
36621,1740,0
36632,1724,0
11655,885,1
11600,1760,0
36959,885,1
11617,885,1
11685,1761,1
11601,1755,0
11618,1759,1
36657,1743,0
11661,885,1
36935,1757,0
36627,1757,1
36936,1005,1
36652,1762,0
11615,1724,0
11655,1727,1
36633,175,1
36656,1757,0
36641,1727,0
36644,1765,0
36624,1760,0
11663,1727,0
36624,1738,1
36627,1743,0
11628,1723,1
36939,1750,0
36679,1759,0
11583,175,1
36935,896,1
11578,1762,1
11612,885,1
11658,1761,0
36657,1750,0
11685,1737,0
11602,335,0
12382,1725,1
11693,1758,1
36948,1750,0
11693,1763,0
36622,1755,0
11617,1765,1
36960,1741,0
36627,1738,0
36941,1765,0
11693,866,1
11626,885,1
36941,1727,0
11673,1755,0
11646,1737,0
11655,1765,1
36937,1731,1
14988,1726,0
11601,1722,1
36676,1722,0
36960,1757,0
36652,1005,0
11694,1730,1
11578,1726,1
11596,1743,0
36933,1737,0
36939,1730,0
36652,1757,0
36679,1765,0
11685,39,1
11585,1722,1
11577,896,1
36941,1764,0
11630,1743,0
36624,1763,1
11629,896,1
36641,1005,0
36675,1731,0
36632,1742,0
36644,896,0
36622,1765,0
36622,1733,0
11578,1766,0
36693,1763,0
36942,1727,0
36644,1740,0
11619,1731,0
11618,1762,1
36623,1759,0
11694,1765,1
36940,1761,1
36652,39,0
11685,1764,1
11661,1762,1
11594,1763,0
11577,1763,1
11629,866,1
36941,1741,0
36636,1721,1
11618,1760,0
36633,1726,0
36632,1741,1
11579,1723,1
11646,1766,0
36679,1721,1
11644,1742,0
36622,1734,0
36657,1741,1
11619,1737,0
36931,1730,0
36953,1743,0
36964,866,1
36948,1755,0
36948,885,1
11604,1742,1
36697,1763,0
36676,1756,0
11602,1764,1
11588,1738,0
36935,1734,0
36656,1731,0
11580,1742,1
11693,1762,0
11655,1730,1
36675,1760,0
36676,1734,0
36936,175,1
36953,1733,0
36935,1760,0
36963,1757,0
11574,1758,0
11645,1756,0
36701,1734,0
12382,1760,1
11637,39,1
11601,1762,1
36674,335,1
11617,97,0
11646,1723,1
36935,1733,0
36683,1730,0
11644,1726,0
11693,1742,1
11583,1726,0
36693,1756,0
36638,1023,0
11645,885,1
36652,1737,1
36697,1757,0
11629,1761,1
36621,97,0
11578,1734,1
11602,1757,0
11573,866,1
36696,175,1
11629,1760,1
11588,1722,0
11663,335,1
11645,1005,1
36666,1725,1
36943,1761,0
36618,1731,1
36636,1756,0
36664,1723,0
36620,97,0
11579,1721,0
36697,1743,0
36963,1750,0
36645,1738,1
11697,1733,0
36640,97,0
11596,1722,0
11653,1758,0
36949,1761,1
36624,1722,0
36638,1721,1
36652,1733,0
36640,1762,0
11646,1005,1
11628,1734,1
36934,1759,0
11658,1738,0
36696,1724,0
36657,866,1
36643,1724,0
11575,175,1
36960,1005,1
36633,1757,1
36947,1738,0
36942,1764,0
11602,1023,0
36666,1757,0
14988,1738,0
11596,1765,1
36640,1725,0
11645,896,1
36931,97,1
11693,1766,1
36696,1742,0
36645,1765,0
36675,1734,0
36680,885,1
36691,1738,0
11637,1722,0
36621,1759,0
11661,1726,0
11601,1742,0
36933,1723,0
11575,885,1
11680,1761,0
14988,1741,0
36932,1742,0
36948,1760,0
36621,1737,0
11694,1724,1
11661,1721,0
11629,1731,0
36638,1737,1
36963,1755,0
11573,1758,1
36959,335,1
11661,1764,1
36680,866,1
36960,1023,0
36941,1734,0
11626,1764,1
11601,1721,0
36673,1765,0
11604,1722,0
36952,1755,0
11693,1722,1
11661,1743,0
11630,1724,1
36952,1722,0
36963,866,0
36696,1730,0
36676,1738,1
36652,1742,0
36645,1727,0
11596,1723,1
36963,1731,0
11655,1723,1
11583,1762,1
36932,1750,0
11642,1741,0
36632,1763,0
36962,1760,0
36638,97,0
14988,1765,0
11585,1727,1
11641,39,1
11629,335,1
11705,1727,1
11680,1734,1
11577,1734,0
11626,1760,0
36666,1738,0
11583,1721,0
11573,1740,0
36644,1763,0
36633,1738,0
36947,1722,1
11672,1755,0
11577,1756,1
36679,1727,0
11630,175,1
36664,1741,0
36652,1738,0
36644,1758,0
11604,1755,0
11600,1725,1
11604,1734,1
36959,1724,1
11617,1023,1
11573,1730,1
36627,1765,0
36691,1737,0
11617,39,1
11656,1759,1
11645,1738,1
36691,1726,0
11653,1764,1
11580,1766,0
11661,175,1
36657,1742,0
11602,1743,0
36943,1723,0
36701,1023,0
36691,1005,0
36679,1726,0
36623,866,1
36679,1741,0
11601,1734,0
11646,1763,0
36640,1722,1
11663,97,0
11705,1731,0
11628,1758,0
36953,1764,0
36937,175,0
36638,1005,0
11577,1723,1
11642,1724,0
36641,1757,0
36656,896,1
36933,175,1
36633,1761,1
11672,1757,0
36618,1765,0
11604,175,1
11694,1759,1
11642,39,0
11642,1723,1
11580,1755,0
11663,1737,0
11579,97,1
36665,1759,0
11619,1765,0
11618,1740,0
11615,1757,0
36621,1761,0
36935,885,1
36963,1743,0
14988,1731,0
36644,1723,0
11574,1742,1
11680,1725,1
36962,1005,0
11615,1766,0
36701,1722,0
11692,1764,0
36623,896,1
36633,1730,1
36620,1757,0
11655,1725,1
11661,39,1
36939,1755,0
36623,1733,0
11575,335,1
36643,1721,1
11626,1759,0
11658,39,0
36691,1721,1
11656,1750,1
36934,1005,0
36948,1724,0
36701,1726,0
36621,1766,0
36948,1743,0
11637,1733,0
11641,97,1
11661,1023,1
36618,1766,0
36636,1742,0
11661,1723,1
36665,39,0
36645,1763,0
36691,1760,0
36624,1765,0
11697,335,1
36666,1742,0
36645,885,1
36701,866,0
36960,1743,0
36701,1730,0
36645,1722,0
11680,1757,1
36936,1727,0
36952,1737,0
11705,39,1
11574,1721,0
36673,1742,0
11658,1762,0
11628,1722,1
36935,1741,1
11694,1760,0
11594,1758,0
11696,885,0
36948,1759,1
36664,1733,0
36636,1758,0
36696,1762,0
11615,1742,1
36644,1760,0
36936,1756,0
36949,1740,0
36665,1765,0
11673,97,0
36679,1722,1
11617,1750,1
11628,1727,1
36947,1724,0
36627,1005,0
36643,1730,0
36641,1730,0
36620,1762,0
36679,1737,1
11657,1740,0
36666,1721,0
11641,1725,1
11575,1727,1
11583,1724,1
11630,97,0
