question,worker,answer
330_1806_0,A3HB574VTU7ZFQ,0
281_1383_0,A3HB574VTU7ZFQ,0
192_1220_1,A3HB574VTU7ZFQ,1
257_1381_0,A3TO9R1Z7L6PZZ,0
192_1417_0,A3TO9R1Z7L6PZZ,0
251_1221_0,A3TO9R1Z7L6PZZ,0
790_1383_0,A3TO9R1Z7L6PZZ,0
428_1381_0,A3TO9R1Z7L6PZZ,0
644_1721_0,A3TO9R1Z7L6PZZ,0
790_1543_0,A3TO9R1Z7L6PZZ,0
616_1384_0,A3TO9R1Z7L6PZZ,0
191_1417_0,A3TO9R1Z7L6PZZ,0
536_1381_0,A3TO9R1Z7L6PZZ,0
790_1718_0,A3TO9R1Z7L6PZZ,0
790_1717_0,A3TO9R1Z7L6PZZ,0
790_1719_0,A3TO9R1Z7L6PZZ,0
790_1722_0,A3TO9R1Z7L6PZZ,0
790_1806_0,A3TO9R1Z7L6PZZ,0
10_1222_0,A3TO9R1Z7L6PZZ,0
780_1737_1,A2AU1R4ZU1ZJ1A,1
780_1331_0,A2AU1R4ZU1ZJ1A,1
112_1437_1,A2AU1R4ZU1ZJ1A,1
149_1342_0,A2AU1R4ZU1ZJ1A,0
1015_1332_0,A2AU1R4ZU1ZJ1A,1
540_1744_0,A2AU1R4ZU1ZJ1A,0
492_1501_0,A2AU1R4ZU1ZJ1A,1
1003_1737_0,A2AU1R4ZU1ZJ1A,1
624_1664_0,A2AU1R4ZU1ZJ1A,0
911_2054_1,A2AU1R4ZU1ZJ1A,1
911_2130_0,A2AU1R4ZU1ZJ1A,1
995_2014_0,A2AU1R4ZU1ZJ1A,0
164_1418_0,A2AU1R4ZU1ZJ1A,1
798_1143_0,A2AU1R4ZU1ZJ1A,1
802_1341_0,A2AU1R4ZU1ZJ1A,0
798_1341_1,A2AU1R4ZU1ZJ1A,0
209_1439_0,A2AU1R4ZU1ZJ1A,1
987_1745_0,A3HB574VTU7ZFQ,0
987_1776_0,A3HB574VTU7ZFQ,0
987_1768_0,A3HB574VTU7ZFQ,0
987_1796_0,A3HB574VTU7ZFQ,0
987_2053_0,A3HB574VTU7ZFQ,0
987_1762_0,A3HB574VTU7ZFQ,0
987_1801_0,A3HB574VTU7ZFQ,0
987_1757_0,A3HB574VTU7ZFQ,0
987_2070_0,A3HB574VTU7ZFQ,0
962_1166_0,A3HB574VTU7ZFQ,0
963_1166_0,A3HB574VTU7ZFQ,0
96_1448_0,A3HB574VTU7ZFQ,0
987_1777_0,A3HB574VTU7ZFQ,0
987_1749_0,A3HB574VTU7ZFQ,0
964_2016_0,A3HB574VTU7ZFQ,0
1040_2016_0,A3HB574VTU7ZFQ,0
734_1816_0,A2AU1R4ZU1ZJ1A,1
714_1816_0,A2AU1R4ZU1ZJ1A,0
409_1840_0,A2AU1R4ZU1ZJ1A,1
667_1762_0,A2AU1R4ZU1ZJ1A,0
325_1649_1,A2AU1R4ZU1ZJ1A,0
943_1946_0,A2AU1R4ZU1ZJ1A,0
1038_1816_0,A2AU1R4ZU1ZJ1A,1
667_1801_0,A2AU1R4ZU1ZJ1A,1
1039_1816_0,A2AU1R4ZU1ZJ1A,1
709_1816_0,A2AU1R4ZU1ZJ1A,1
716_1816_0,A2AU1R4ZU1ZJ1A,1
776_1816_0,A2AU1R4ZU1ZJ1A,0
469_1824_0,A2AU1R4ZU1ZJ1A,0
813_2146_0,A2AU1R4ZU1ZJ1A,1
667_1757_0,A2AU1R4ZU1ZJ1A,1
667_2070_0,A2AU1R4ZU1ZJ1A,0
578_1593_0,AMB0MI0ETV2QN,0
487_1593_0,AMB0MI0ETV2QN,0
903_1735_0,AMB0MI0ETV2QN,0
903_1736_0,AMB0MI0ETV2QN,0
903_1557_0,AMB0MI0ETV2QN,0
688_1926_0,AMB0MI0ETV2QN,0
808_2073_0,AMB0MI0ETV2QN,0
808_1623_0,AMB0MI0ETV2QN,0
948_1928_0,AMB0MI0ETV2QN,0
903_1713_0,AMB0MI0ETV2QN,0
477_1688_0,AMB0MI0ETV2QN,0
950_2076_0,AMB0MI0ETV2QN,0
903_1818_0,AMB0MI0ETV2QN,0
446_1669_0,AMB0MI0ETV2QN,0
808_2074_0,AMB0MI0ETV2QN,0
948_1656_0,AMB0MI0ETV2QN,0
774_1890_1,A1WCS9A1G451ET,0
665_2157_0,A1WCS9A1G451ET,0
16_1965_0,A1WCS9A1G451ET,0
192_1543_0,A1WCS9A1G451ET,0
251_1382_0,A1WCS9A1G451ET,0
191_1381_0,A1WCS9A1G451ET,0
885_1935_1,A1WCS9A1G451ET,0
868_2083_1,A1WCS9A1G451ET,0
915_2150_0,A1WCS9A1G451ET,0
327_2097_0,A1WCS9A1G451ET,0
823_1800_1,A1WCS9A1G451ET,0
1009_2080_1,A1WCS9A1G451ET,0
1007_1216_0,A1WCS9A1G451ET,0
1074_1412_1,A1WCS9A1G451ET,0
1055_1797_1,A1WCS9A1G451ET,0
1063_2090_0,A1WCS9A1G451ET,0
924_2092_0,A1WCS9A1G451ET,0
175_1361_0,A2AU1R4ZU1ZJ1A,1
175_1782_0,A2AU1R4ZU1ZJ1A,0
176_1264_0,A2AU1R4ZU1ZJ1A,0
175_1264_1,A2AU1R4ZU1ZJ1A,1
175_1265_0,A2AU1R4ZU1ZJ1A,1
202_1264_0,A2AU1R4ZU1ZJ1A,1
654_1966_0,A2AU1R4ZU1ZJ1A,1
654_1924_1,A2AU1R4ZU1ZJ1A,0
338_1264_0,A2AU1R4ZU1ZJ1A,1
338_1265_0,A2AU1R4ZU1ZJ1A,1
338_1782_1,A2AU1R4ZU1ZJ1A,0
176_1362_0,A2AU1R4ZU1ZJ1A,1
282_1264_0,A2AU1R4ZU1ZJ1A,1
282_1265_0,A2AU1R4ZU1ZJ1A,0
282_1782_0,A2AU1R4ZU1ZJ1A,0
338_1361_0,A2AU1R4ZU1ZJ1A,1
434_1179_0,A2H21M9SXH64CH,0
962_2021_0,A2H21M9SXH64CH,0
1040_2050_0,A2H21M9SXH64CH,0
434_1314_0,A2H21M9SXH64CH,0
434_2046_0,A2H21M9SXH64CH,0
434_1337_0,A2H21M9SXH64CH,0
434_2047_0,A2H21M9SXH64CH,0
964_2050_0,A2H21M9SXH64CH,0
434_1180_0,A2H21M9SXH64CH,0
111_2021_0,A2H21M9SXH64CH,0
434_1171_0,A2H21M9SXH64CH,0
961_1103_0,A2H21M9SXH64CH,0
434_1165_0,A2H21M9SXH64CH,0
963_2021_0,A2H21M9SXH64CH,0
434_1169_0,A2H21M9SXH64CH,0
434_1168_0,A2H21M9SXH64CH,0
578_1735_0,A3HB574VTU7ZFQ,0
492_1557_0,A3HB574VTU7ZFQ,0
578_1736_1,A3HB574VTU7ZFQ,1
578_1656_0,A3HB574VTU7ZFQ,0
578_1928_0,A3HB574VTU7ZFQ,0
886_1669_1,A3HB574VTU7ZFQ,1
578_2074_0,A3HB574VTU7ZFQ,0
487_1875_0,A3HB574VTU7ZFQ,0
950_1625_0,A3HB574VTU7ZFQ,0
578_1623_0,A3HB574VTU7ZFQ,0
578_2073_0,A3HB574VTU7ZFQ,0
487_1926_0,A3HB574VTU7ZFQ,0
483_1993_0,A3HB574VTU7ZFQ,0
477_1993_0,A3HB574VTU7ZFQ,0
578_1713_0,A3HB574VTU7ZFQ,0
578_1818_0,A3HB574VTU7ZFQ,0
94_1183_0,AMRVOX9QGBGH9,0
962_1183_0,AMRVOX9QGBGH9,0
910_2016_0,AMRVOX9QGBGH9,0
928_2016_0,AMRVOX9QGBGH9,1
110_1182_0,AMRVOX9QGBGH9,1
668_1182_0,AMRVOX9QGBGH9,0
1040_1448_0,AMRVOX9QGBGH9,0
891_1622_1,AMRVOX9QGBGH9,0
891_2050_0,AMRVOX9QGBGH9,0
785_2016_0,AMRVOX9QGBGH9,0
965_2016_1,AMRVOX9QGBGH9,1
963_1183_0,AMRVOX9QGBGH9,0
95_1183_0,AMRVOX9QGBGH9,1
1040_1180_0,AMRVOX9QGBGH9,0
1040_1179_0,AMRVOX9QGBGH9,0
927_1386_0,AMRVOX9QGBGH9,0
1040_2047_0,AMRVOX9QGBGH9,1
262_1274_0,A2AU1R4ZU1ZJ1A,1
514_1630_1,A2AU1R4ZU1ZJ1A,0
88_1156_0,A2AU1R4ZU1ZJ1A,0
88_1134_0,A2AU1R4ZU1ZJ1A,1
88_1240_0,A2AU1R4ZU1ZJ1A,1
88_1242_0,A2AU1R4ZU1ZJ1A,1
514_1628_0,A2AU1R4ZU1ZJ1A,1
88_1141_0,A2AU1R4ZU1ZJ1A,1
512_1632_0,A2AU1R4ZU1ZJ1A,0
548_1632_0,A2AU1R4ZU1ZJ1A,1
61_1130_0,A2AU1R4ZU1ZJ1A,0
88_1128_0,A2AU1R4ZU1ZJ1A,1
88_1154_0,A2AU1R4ZU1ZJ1A,0
65_1155_0,A2AU1R4ZU1ZJ1A,1
1048_1379_1,A2AU1R4ZU1ZJ1A,1
88_1241_0,A2AU1R4ZU1ZJ1A,1
681_2065_0,AS52W5HOMKHLU,0
681_1967_0,AS52W5HOMKHLU,0
676_1982_0,AS52W5HOMKHLU,0
880_1982_0,AS52W5HOMKHLU,0
676_1971_0,AS52W5HOMKHLU,0
681_2159_0,AS52W5HOMKHLU,0
681_2158_0,AS52W5HOMKHLU,0
681_1973_0,AS52W5HOMKHLU,1
681_1971_0,AS52W5HOMKHLU,0
675_1982_0,AS52W5HOMKHLU,0
681_1916_0,AS52W5HOMKHLU,0
681_1972_0,AS52W5HOMKHLU,0
639_1982_0,AS52W5HOMKHLU,0
710_1982_0,AS52W5HOMKHLU,0
882_1982_0,AS52W5HOMKHLU,0
737_1982_0,AS52W5HOMKHLU,0
1006_1446_0,A2AU1R4ZU1ZJ1A,1
761_1616_0,A2AU1R4ZU1ZJ1A,1
761_1583_0,A2AU1R4ZU1ZJ1A,0
1006_1695_0,A2AU1R4ZU1ZJ1A,1
266_1446_1,A2AU1R4ZU1ZJ1A,1
810_1616_1,A2AU1R4ZU1ZJ1A,1
892_1583_1,A2AU1R4ZU1ZJ1A,0
390_1695_1,A2AU1R4ZU1ZJ1A,1
390_1446_0,A2AU1R4ZU1ZJ1A,0
390_2135_0,A2AU1R4ZU1ZJ1A,1
266_1695_0,A2AU1R4ZU1ZJ1A,0
1014_1465_0,A2AU1R4ZU1ZJ1A,1
1071_1884_0,A2AU1R4ZU1ZJ1A,0
1006_2135_1,A2AU1R4ZU1ZJ1A,0
266_2135_0,A2AU1R4ZU1ZJ1A,0
1014_1884_1,A2AU1R4ZU1ZJ1A,1
578_1874_0,A11SLRXUNTJBJN,0
577_1874_0,A11SLRXUNTJBJN,0
790_1599_1,A11SLRXUNTJBJN,1
995_1993_0,A11SLRXUNTJBJN,0
343_1743_0,A11SLRXUNTJBJN,0
490_1626_0,A11SLRXUNTJBJN,0
947_1625_0,A11SLRXUNTJBJN,0
948_1625_0,A11SLRXUNTJBJN,0
477_2043_0,A11SLRXUNTJBJN,0
487_1625_0,A11SLRXUNTJBJN,0
886_1928_0,A11SLRXUNTJBJN,0
998_1713_0,A11SLRXUNTJBJN,0
949_2074_0,A11SLRXUNTJBJN,0
143_1656_0,A11SLRXUNTJBJN,0
949_1623_0,A11SLRXUNTJBJN,0
884_1818_0,A11SLRXUNTJBJN,0
222_1506_0,A2AU1R4ZU1ZJ1A,1
733_1927_0,A2AU1R4ZU1ZJ1A,0
328_1927_0,A2AU1R4ZU1ZJ1A,1
17_1576_0,A2AU1R4ZU1ZJ1A,0
44_1260_1,A2AU1R4ZU1ZJ1A,1
270_1422_0,A2AU1R4ZU1ZJ1A,0
305_1999_1,A2AU1R4ZU1ZJ1A,1
736_1927_0,A2AU1R4ZU1ZJ1A,0
42_1476_0,A2AU1R4ZU1ZJ1A,0
43_1893_0,A2AU1R4ZU1ZJ1A,1
305_1506_0,A2AU1R4ZU1ZJ1A,1
17_1929_0,A2AU1R4ZU1ZJ1A,1
1064_1576_0,A2AU1R4ZU1ZJ1A,0
386_1506_0,A2AU1R4ZU1ZJ1A,1
1064_1929_1,A2AU1R4ZU1ZJ1A,1
72_1191_1,A2AU1R4ZU1ZJ1A,1
145_1360_1,A2AU1R4ZU1ZJ1A,1
1079_1464_1,A2AU1R4ZU1ZJ1A,1
322_1561_1,A2AU1R4ZU1ZJ1A,0
1047_2044_1,A2AU1R4ZU1ZJ1A,1
363_1702_1,A2AU1R4ZU1ZJ1A,1
235_1577_1,A2AU1R4ZU1ZJ1A,1
404_1186_1,A2AU1R4ZU1ZJ1A,0
1058_2096_1,A2AU1R4ZU1ZJ1A,1
219_1094_1,A2AU1R4ZU1ZJ1A,0
1035_1545_1,A2AU1R4ZU1ZJ1A,1
811_1303_1,A2AU1R4ZU1ZJ1A,0
824_1097_1,A2AU1R4ZU1ZJ1A,1
1042_2105_1,A2AU1R4ZU1ZJ1A,1
7_1295_1,A2AU1R4ZU1ZJ1A,0
8_1243_1,A2AU1R4ZU1ZJ1A,0
955_1391_1,A2AU1R4ZU1ZJ1A,1
667_1768_0,A1WCS9A1G451ET,0
667_1776_0,A1WCS9A1G451ET,0
667_1777_0,A1WCS9A1G451ET,0
963_1167_0,A1WCS9A1G451ET,0
667_1796_0,A1WCS9A1G451ET,0
667_2053_0,A1WCS9A1G451ET,0
961_1088_0,A1WCS9A1G451ET,0
274_1171_0,A1WCS9A1G451ET,0
964_1166_0,A1WCS9A1G451ET,0
664_1337_1,A1WCS9A1G451ET,0
962_1167_0,A1WCS9A1G451ET,0
1040_1166_0,A1WCS9A1G451ET,0
535_1382_0,A1WCS9A1G451ET,0
595_1382_0,A1WCS9A1G451ET,0
667_1745_0,A1WCS9A1G451ET,0
667_1749_0,A1WCS9A1G451ET,0
521_2094_0,A2DDYH9F36MUYI,1
520_1809_0,A2DDYH9F36MUYI,1
351_1711_0,A2DDYH9F36MUYI,1
351_1814_0,A2DDYH9F36MUYI,1
986_1666_0,A2DDYH9F36MUYI,1
33_1132_1,A2DDYH9F36MUYI,1
257_1132_0,A2DDYH9F36MUYI,0
536_1229_0,A2DDYH9F36MUYI,1
903_1701_0,A2DDYH9F36MUYI,1
808_1591_0,A2DDYH9F36MUYI,0
907_2049_1,A2DDYH9F36MUYI,1
577_2076_0,A2DDYH9F36MUYI,1
182_1481_0,A2DDYH9F36MUYI,0
1061_1593_0,A2DDYH9F36MUYI,1
905_1618_0,A2DDYH9F36MUYI,1
905_2018_0,A2DDYH9F36MUYI,1
192_1716_0,A2AU1R4ZU1ZJ1A,1
192_1714_0,A2AU1R4ZU1ZJ1A,1
192_1715_0,A2AU1R4ZU1ZJ1A,0
765_1717_0,A2AU1R4ZU1ZJ1A,1
329_1717_0,A2AU1R4ZU1ZJ1A,1
665_1717_0,A2AU1R4ZU1ZJ1A,0
534_1717_0,A2AU1R4ZU1ZJ1A,1
192_1708_0,A2AU1R4ZU1ZJ1A,1
401_1717_0,A2AU1R4ZU1ZJ1A,1
1000_1543_0,A2AU1R4ZU1ZJ1A,0
1012_1717_0,A2AU1R4ZU1ZJ1A,1
645_1543_0,A2AU1R4ZU1ZJ1A,0
33_1717_0,A2AU1R4ZU1ZJ1A,0
658_1717_0,A2AU1R4ZU1ZJ1A,1
666_1543_0,A2AU1R4ZU1ZJ1A,1
192_1723_0,A2AU1R4ZU1ZJ1A,0
549_1747_0,A3HB574VTU7ZFQ,0
551_1747_0,A3HB574VTU7ZFQ,0
564_1819_0,A3HB574VTU7ZFQ,0
563_1433_0,A3HB574VTU7ZFQ,0
231_1292_0,A3HB574VTU7ZFQ,0
549_1961_0,A3HB574VTU7ZFQ,0
531_1747_0,A3HB574VTU7ZFQ,0
549_1948_0,A3HB574VTU7ZFQ,0
725_1917_0,A3HB574VTU7ZFQ,0
532_1677_0,A3HB574VTU7ZFQ,0
549_1791_0,A3HB574VTU7ZFQ,0
549_1845_0,A3HB574VTU7ZFQ,0
549_1844_0,A3HB574VTU7ZFQ,0
565_1433_0,A3HB574VTU7ZFQ,0
564_1995_0,A3HB574VTU7ZFQ,0
529_1677_0,A3HB574VTU7ZFQ,0
530_1677_0,A3HB574VTU7ZFQ,0
882_1967_0,A11SLRXUNTJBJN,0
737_2065_0,A11SLRXUNTJBJN,0
331_1467_1,A11SLRXUNTJBJN,1
675_2159_0,A11SLRXUNTJBJN,0
882_2065_0,A11SLRXUNTJBJN,0
882_2159_1,A11SLRXUNTJBJN,1
675_1967_0,A11SLRXUNTJBJN,0
331_1471_0,A11SLRXUNTJBJN,0
331_1338_0,A11SLRXUNTJBJN,0
162_1319_1,A11SLRXUNTJBJN,1
675_2065_1,A11SLRXUNTJBJN,0
370_1319_0,A11SLRXUNTJBJN,0
308_1471_0,A11SLRXUNTJBJN,0
203_1338_1,A11SLRXUNTJBJN,1
308_1319_0,A11SLRXUNTJBJN,0
331_1319_0,A11SLRXUNTJBJN,0
179_1377_0,A2AU1R4ZU1ZJ1A,0
421_1291_0,A2AU1R4ZU1ZJ1A,1
806_1330_0,A2AU1R4ZU1ZJ1A,1
702_2115_0,A2AU1R4ZU1ZJ1A,1
421_1539_0,A2AU1R4ZU1ZJ1A,1
174_1416_1,A2AU1R4ZU1ZJ1A,1
418_1118_0,A2AU1R4ZU1ZJ1A,0
417_1247_0,A2AU1R4ZU1ZJ1A,1
419_1118_0,A2AU1R4ZU1ZJ1A,1
764_2009_0,A2AU1R4ZU1ZJ1A,1
701_1912_0,A2AU1R4ZU1ZJ1A,1
279_1461_1,A2AU1R4ZU1ZJ1A,1
764_1454_0,A2AU1R4ZU1ZJ1A,0
641_1790_1,A2AU1R4ZU1ZJ1A,1
640_1119_0,A2AU1R4ZU1ZJ1A,0
764_2110_0,A2AU1R4ZU1ZJ1A,0
641_1511_0,A2AU1R4ZU1ZJ1A,1
281_1223_0,A3M34FQ1OVNWPG,0
351_1541_0,A3M34FQ1OVNWPG,0
481_2074_0,A3M34FQ1OVNWPG,0
480_1623_0,A3M34FQ1OVNWPG,0
902_2073_0,A3M34FQ1OVNWPG,0
875_1617_0,A3M34FQ1OVNWPG,0
496_1962_0,A3M34FQ1OVNWPG,0
901_1814_0,A3M34FQ1OVNWPG,0
1061_2008_0,A3M34FQ1OVNWPG,0
478_1711_0,A3M34FQ1OVNWPG,0
447_1991_0,A3M34FQ1OVNWPG,0
789_1815_0,A3M34FQ1OVNWPG,0
521_2019_0,A3M34FQ1OVNWPG,0
904_2075_0,A3M34FQ1OVNWPG,0
487_1713_0,A3M34FQ1OVNWPG,0
884_1687_0,A3M34FQ1OVNWPG,0
201_1215_1,A3M34FQ1OVNWPG,1
796_1902_0,AS52W5HOMKHLU,0
795_1902_0,AS52W5HOMKHLU,0
853_1896_0,AS52W5HOMKHLU,0
853_1898_0,AS52W5HOMKHLU,0
851_1902_0,AS52W5HOMKHLU,0
623_1902_0,AS52W5HOMKHLU,0
853_1903_0,AS52W5HOMKHLU,0
853_1901_0,AS52W5HOMKHLU,0
847_1902_0,AS52W5HOMKHLU,0
839_1902_0,AS52W5HOMKHLU,0
849_1902_0,AS52W5HOMKHLU,0
844_1902_0,AS52W5HOMKHLU,0
853_1906_0,AS52W5HOMKHLU,0
853_1905_0,AS52W5HOMKHLU,0
853_1899_0,AS52W5HOMKHLU,0
853_1900_0,AS52W5HOMKHLU,0
573_1796_0,A1WCS9A1G451ET,0
573_1768_0,A1WCS9A1G451ET,0
711_2002_0,A1WCS9A1G451ET,0
506_1925_0,A1WCS9A1G451ET,0
573_2053_0,A1WCS9A1G451ET,0
878_1777_0,A1WCS9A1G451ET,0
1045_1777_0,A1WCS9A1G451ET,0
573_1745_0,A1WCS9A1G451ET,0
650_1777_0,A1WCS9A1G451ET,0
651_1777_0,A1WCS9A1G451ET,0
573_1777_0,A1WCS9A1G451ET,0
573_1749_0,A1WCS9A1G451ET,0
580_1777_0,A1WCS9A1G451ET,0
848_1777_0,A1WCS9A1G451ET,0
569_1777_0,A1WCS9A1G451ET,0
570_1777_0,A1WCS9A1G451ET,0
143_1701_0,A2YTQZXX709TKL,0
143_1255_1,A2YTQZXX709TKL,1
136_1189_0,A2YTQZXX709TKL,0
354_1518_0,A2YTQZXX709TKL,0
613_1698_1,A2YTQZXX709TKL,1
689_1699_0,A2YTQZXX709TKL,0
169_2030_0,A2YTQZXX709TKL,0
244_1410_0,A2YTQZXX709TKL,0
109_1227_0,A2YTQZXX709TKL,0
109_1188_0,A2YTQZXX709TKL,0
587_1237_0,A2YTQZXX709TKL,0
109_1285_0,A2YTQZXX709TKL,0
1001_2030_0,A2YTQZXX709TKL,0
143_1689_0,A2YTQZXX709TKL,0
143_1340_0,A2YTQZXX709TKL,0
143_1418_0,A2YTQZXX709TKL,0
858_1610_0,A2YTQZXX709TKL,0
1037_1885_0,A2AU1R4ZU1ZJ1A,1
904_2140_0,A2AU1R4ZU1ZJ1A,0
1037_1886_0,A2AU1R4ZU1ZJ1A,1
470_1658_0,A2AU1R4ZU1ZJ1A,0
371_1500_0,A2AU1R4ZU1ZJ1A,1
842_1743_0,A2AU1R4ZU1ZJ1A,1
1001_1620_0,A2AU1R4ZU1ZJ1A,1
182_1214_0,A2AU1R4ZU1ZJ1A,0
800_1503_0,A2AU1R4ZU1ZJ1A,1
807_1244_0,A2AU1R4ZU1ZJ1A,0
979_1503_0,A2AU1R4ZU1ZJ1A,1
807_1503_1,A2AU1R4ZU1ZJ1A,0
346_1744_0,A2AU1R4ZU1ZJ1A,1
346_1956_0,A2AU1R4ZU1ZJ1A,1
1002_2099_0,A2AU1R4ZU1ZJ1A,0
576_1659_0,A2AU1R4ZU1ZJ1A,1
576_1660_0,A2AU1R4ZU1ZJ1A,0
916_2092_0,A3OVORVFL0XDTW,0
257_1721_0,A3OVORVFL0XDTW,0
257_1383_0,A3OVORVFL0XDTW,0
465_1662_0,A3OVORVFL0XDTW,0
471_1105_0,A3OVORVFL0XDTW,0
465_1663_0,A3OVORVFL0XDTW,0
428_1222_0,A3OVORVFL0XDTW,0
257_1806_0,A3OVORVFL0XDTW,0
257_1722_0,A3OVORVFL0XDTW,0
257_1719_0,A3OVORVFL0XDTW,0
916_2089_0,A3OVORVFL0XDTW,0
465_1661_0,A3OVORVFL0XDTW,0
916_2090_0,A3OVORVFL0XDTW,0
916_2088_0,A3OVORVFL0XDTW,0
916_2087_1,A3OVORVFL0XDTW,1
916_2086_0,A3OVORVFL0XDTW,0
1028_1091_0,A3HB574VTU7ZFQ,0
1022_1099_0,A3HB574VTU7ZFQ,0
1022_1566_0,A3HB574VTU7ZFQ,0
1081_1895_0,A3HB574VTU7ZFQ,0
1029_1091_0,A3HB574VTU7ZFQ,0
1022_1197_1,A3HB574VTU7ZFQ,1
559_1210_0,A3HB574VTU7ZFQ,0
135_1091_1,A3HB574VTU7ZFQ,1
117_1253_0,A3HB574VTU7ZFQ,0
1081_1192_0,A3HB574VTU7ZFQ,0
1023_1192_0,A3HB574VTU7ZFQ,0
835_1254_1,A3HB574VTU7ZFQ,1
345_1192_1,A3HB574VTU7ZFQ,1
861_2069_0,A3HB574VTU7ZFQ,0
862_2069_0,A3HB574VTU7ZFQ,0
408_1253_0,A3HB574VTU7ZFQ,0
930_2069_0,A3HB574VTU7ZFQ,0
